Emotion,Text
0,peopl say broke comput figur wrong die hous fire
2,mon prof dsvt est flippant
5,soon get back home ill readi go back campu
3,monday roll around life school consist either practic chiropractor
0,dont get start stupid song orient around
2,aggi look horrifi caught sight hors dung hobnail boot
0,feel big hatr boy younger right dweeb
2,si anch quella non sono per nient brava çç io il ho ricevimenti generali con genitori
2,scare went examin hall msc examin studi limit partion cours thoroughli great doubt whether would ask
5,cant sing right sore throat love song
2,horribl premonit vinc young win tonit stretch vick end play qb jet next year
7,found im gonna sarah bo barah ny one day eggcit
0,boyfriend promis take see game tenni rang say go pub friend instead
5,truth mr wolski sad wish stay zoo longer
3,excit mother oh new babi
2,gotta feel sing anyway said former girl child soloist good semipro
2,mom dad come room think someth bed
3,your great holiday wknd got love famili moment happi birthday gram famili
3,happi belov birthday good orgi ur wonder day n mani husband
5,weird may ever see friend class today life nostaligia
7,look like ampamp wild berri gummi sinc told us throw
5,walk town centr long enough invigor short enough avoid get miser cold
3,whoa got bargain ask chees sauc good white bruddah cookin lasagna
5,news confer royal geograph societi london describ mental physic anguish day trek
3,achiev first univers long string highest mark award conced pass
5,tutta quella fantasia nel nuovo flyer farina di qual sacco
3,blast danc tonight song bring
0,text someon know read still dont text back thatslif
0,ohhhh stress guy wast time
5,funer friend kill car accid age mani friend present well famili etc
5,sumpah gue rindu lo gue kangen lo hanyalah lo yg gue pikirin saat ini
3,estat agent overjoy elect result
5,heartbroken footbal whole life
0,doctor look offend
3,god tire hour minut left work go school oh
0,scientist side noman land becom bitterli indign someon point extern influenc
2,ah ouai daccord jimagin commenc à avoir le même à la maison
2,rememb fear doesnt exist anywher except mind dale carnegi
3,half day school today tomorrow go instead go dr back
3,see
4,im back
5,offici miss golden brown hair
7,haha dad told first didnt tell jack surpris
2,sneez simultan fart
3,oksometim find take lot effort time come easili case must use mind find peac lifeisgood
7,first tweet happi belat birthday love threeworld
6,jasper redden press lip togeth farralin look embarrass
5,friend mine call home phone back know want told diall wrong number
2,nearli knock cycl
0,love wake want put year old arm bar
3,oh fuck ye brother move new room
3,life alway fun need grab goofi
5,american horror stori wwhat head
3,god must realli think handl lot
3,great state elat
3,serious cannot get enough matthew atla listen quotto northquot ep repeat
5,got exact mark arab exam air
3,love burn hand degre oven
5,hoy comprobé que cuando se esta en la oscuridad hasta la misma sombra lo abandona uno
2,ppl think get loud suppos put heart way_
0,_o wrote must still b tire rt angur rt damn red angur tweet
3,today day made rejoic glad
5,ik ben al vanaf uur bezig voor school djeeez en hett nog wel vrijdag
5,feel pain man
3,give faith feet god give wing
4,sound good let go
7,hè hè net klaar van morgen nog schilderen
2,afraid tomorrow seen yesterday love today less quot
0,sent book friend mine book meant lot lost
0,could remind morn
0,look furiou saw face peer made frantic sign us close curtain
3,ah get mood next week great lineup workshop import peopl ahead peopl web futur
3,fuck late work
2,two hyena made cri nois window bedroom home prepar mce examin night
4,sorri know
2,il stand ns fight ever run man
0,haha im mad chick weav laptop
7,ohhhh dit wordt heel erg heeeeeeeeeeel erg mooi
2,time arriv strike heart fan cant wait iwantwrestl
2,write happi monday present midnight sunday sure quit happi
5,saw man scrub shoe rain walk past crazi hospit
5,would love tast yummi food mom brought cant tast shit caus im sick
7,guest arriv woo happi dddddd
5,know ill get first break pain naiv
5,ah show come total miss wood thought
5,grandfath die realiz much would miss
7,wait besti birthday parti
5,congrat also copi new book miss last page quotsaunaquot chapter
1,never eat beef chicken anyth involv sort meat
4,cross road must alway pay attent what around
5,kpelert cant sleep n im tire play dress
0,student work group show respons interest work
5,never realli paid type attent ryan dunn howev stumbl upon tribut special
4,hi walter
0,empathi understand power diffus tool hr conflict leadership manag team
2,word miss dictionari impos find lemm know mean attach
3,one favourit past time wait rain number bu birmingham
5,spite everyth burun felt depress whole affair could understand
3,honestli say dont think ive ever done shit exam
3,thing brought day find dont tonsil discov lunch offic fridg chocol pud cup
3,sunni tonighttomorrow raini day work im four day bc thanksgiv
5,still bed soo tire cant get lot coursework help help lovehashtag
2,mother sister sit sit room watch film tv father came home drunk told us turn switch fuse start shout sit dark afraid would us harm
0,wise direct toward problem peopl focu energi answer excus
4,find us tabl ill get drink
4,possibl
3,time famili guy sleep tomorrow shop camcord
0,time someon let air tyre cycl
3,mom decor whole insid hous today
0,serena torn sisterli love annoy stella aggress insecur
7,eleanor thorn halfsat great bed astonish fresh absolut appeal idea
5,sadden learn peopl confer fail develop strategi action
3,remov love look deepli hate shoe feet backtotrain
3,ever day feel full smile that today
3,work hour wrist ach continu chop fill immens exhilar
2,okay im scare ghost pleas dont ever come find
2,footbal match went home car friend drove realiz drunk car madli race sever time danger situat told cautiou care
5,feel your love girl live thousand mile away women
3,hour mobil softwar applic secur meet await
5,feel like littl kid adult usual sister friend
2,aim govern campaign make wholli obedi question alway question profit lose
0,got low mark bsc final
7,boston tomorrow monster jam add artist suspens
7,think friend famili go big near futur
3,saw tv china gold medal asian olymp
0,marriag osthryth sister king ecgfrith inhibit bestow royal favour wilfrid archbishop theodor engin reconcili offend parti
5,darl cant stay day
3,greatest dancer life practic daili posit habit fun freedom habit
2,assum posit didnt expect
3,basketbal gonna make break year
3,field trip today
2,heard joint first time brick day rt drake gtgtgtgtgtgtgtgtgt
3,let skip final get christma
0,peopl resprct opinion
0,twitter includ whole phrase hashtag sometim
3,elat excit anoth world
0,one farmer livid could go local nation park chop wood barbecu
0,find perfect journal articl essay pay read arggggggggggggh
3,hospit visit someon quit unexpect
0,cours silli girl went told livid would nt noth
0,realli idea know thought realli curl hair
1,yet signific revuls amongst gener public toward use nuclear weapon save manpow
3,cant fulli express joy feel someon wholeheartedli return smile quota cheer heart good medicinequot proverb
3,great washer isnt drain guess ive got project tomorrow
2,b healthi earli warn system keep us dangerbut import let life b rule fear
5,excit new year day till rememb wont ill get alon
4,bruno
3,birthday got present desir long time
3,hour listen someon speak genet
2,cant forc heartach amp regret mind sorri could ever enough stockholm insomnia anxieti depress
2,nevertheless maev sharp eye miss noth husband look exhaust troubl felt agit
3,one hour club tomorrow lt
3,select inspect letter inspec sound tosom quotannoyquot way weigh alloy
7,ok colin show drive semi
3,ok ill call back im done
3,send amp futur call forth today
3,new delux edit feel break
5,lunch today consist starbuck taco bell reason belli hurt
5,bbi give back name plate
0,knuckl hurt damn bad need control
5,arrrrrg curs g phone tell product incomp phone iphon
4,jack wonder whether linda like
7,attack vanish egg
5,moment realiz actual get move side walk airport firstworldproblem
5,tire dx still feel bit caus still havent find ear stud dx
3,time finish page papper ampamp studi exam tomorrow
2,sonni alarm deathli pallor halfsist face jump trap driven furious villag doctor
3,wate skryf jul nog kt nu nt kla gmaakparti time
3,lb oz today welcom new babi boy famili famili
7,ha mayb that good news artist
5,felt sad argument boyfriend felt understand point carri relationship
3,hot water bottleagain
3,way great way start day threw everywher still volunt
5,that great dont think theyll replac ref complaint normal person sad true
3,god refug amp strength present help time troubl time im afraid trust psalm
5,sit look episod season true blood miss last season
3,hear xma music get spirit
3,final got fish back tank someth look
4,definit mother mother definit matriarch bigger famili
5,ill wait tomorrow afternoon buy stuff work morn
5,grandfath death
3,could convinc time anyth bad could happen final solv eat problem short time felt jubil reliev ecstat
2,there mysteri tick nois somewher bed puppet pal kind scare
2,lol absolut ilk mani need detail time cultur
3,bank let borrow money winter grant spent
0,look offend tell perceiv man man
